user_id,obs_txn_count,total_volume,avg_transaction_amount,median_transaction_amount,std_transaction_amount,max_transaction_amount,min_transaction_amount,cv_transaction_amount,pct_transfers,pct_debits,pct_cashouts,pct_payments,avg_hours_between_txns,pct_weekend_txns,pct_night_txns,pct_early_morning_txns,avg_balance,min_balance,max_balance,balance_volatility,pct_low_balance_txns,total_fees_paid,avg_fees_per_txn,pct_txns_with_fees,unique_recipients,recipient_concentration,unique_txn_types,account_age_days,transactions_per_day
USER_001215,106.0,3401.901780293216,32.09341302163411,14.185,42.93310314814634,186.04073128053903,0.1284175318181439,1.337754358478645,0.5660377358490566,0.20754716981132076,0.04716981132075472,0.0660377358490566,5.751766979809522,0.32075471698113206,0.0,0.0,157.4983962264151,74.65,355.9,68.29985646135363,0.0,0.0,0.0,0.0,35.0,0.07547169811320754,6.0,25.0,4.24
USER_001216,97.0,3415.5720601043868,35.212083093859654,16.81,47.880727446798495,197.43538641689088,0.3783801608475841,1.3597811671399815,0.4536082474226804,0.20618556701030927,0.030927835051546393,0.18556701030927836,19.295990675176505,0.32989690721649484,0.010309278350515464,0.061855670103092786,113.31793814432989,39.81,237.24,58.35560966212074,0.0,0.0,0.0,0.0,36.0,0.08247422680412371,6.0,77.0,1.2597402597402598
USER_001217,108.0,3840.8166011690478,35.56311667749118,19.105,44.30166489839357,196.8684148128024,0.7699999999999978,1.2457194148687547,0.4537037037037037,0.2037037037037037,0.05555555555555555,0.09259259259259259,1.9598849495950157,0.3055555555555556,0.027777777777777776,0.037037037037037035,89.9,5.0,353.72,70.43914997072389,0.2037037037037037,0.0,0.0,0.0,37.0,0.07407407407407407,8.0,8.0,13.5
USER_001218,104.0,2955.1487175490392,28.41489151489461,10.8,42.194505046544556,197.3131392748897,0.2606504500157882,1.4849433799325578,0.4807692307692308,0.2980769230769231,0.009615384615384616,0.09615384615384616,1.745670628384574,0.375,0.04807692307692308,0.1346153846153846,117.34240384615383,49.29,246.6,53.91712780614756,0.0,0.25,0.002403846153846154,0.009615384615384616,38.0,0.0673076923076923,6.0,7.0,14.857142857142858
USER_001219,106.0,3528.8660902848783,33.29118953098942,21.702908334683727,38.95890764845948,189.2171883920886,0.8516330704917792,1.1702467889347783,0.42452830188679247,0.2358490566037736,0.02830188679245283,0.11320754716981132,3.0388759871481477,0.3018867924528302,0.0,0.0660377358490566,102.27688679245283,21.18,228.12,55.9263549485811,0.0,2.99,0.028207547169811324,0.08490566037735849,31.0,0.07547169811320754,8.0,13.0,8.153846153846153
USER_001220,114.0,3657.7660999823543,32.085667543704865,16.205,43.02965231158278,187.74405052157732,0.9264399880863436,1.3410863979367353,0.4649122807017544,0.22807017543859648,0.06140350877192982,0.06140350877192982,8.85760511705998,0.30701754385964913,0.043859649122807015,0.07017543859649122,129.13078947368422,36.68,244.73,53.73045544878666,0.0,0.0,0.0,0.0,28.0,0.10526315789473684,8.0,41.0,2.7804878048780486
USER_001221,106.0,4070.185395142321,38.39797542587095,17.52,49.96052481716348,189.9180380503517,0.52,1.3011239333077484,0.4528301886792453,0.20754716981132076,0.03773584905660377,0.16037735849056603,7.526773991624338,0.3113207547169811,0.27358490566037735,0.09433962264150944,134.69915094339623,42.85,355.34,74.95346560325882,0.0,0.0,0.0,0.0,37.0,0.07547169811320754,7.0,32.0,3.3125
USER_001222,99.0,3194.5720973219763,32.26840502345431,14.29,43.49635068788524,194.69630602638892,7.105427357601002e-15,1.3479547767009215,0.45454545454545453,0.25252525252525254,0.09090909090909091,0.050505050505050504,7.162046364892291,0.2828282828282828,0.04040404040404041,0.050505050505050504,113.6357575757576,29.14,223.84,57.664530941966035,0.0,0.0,0.0,0.0,34.0,0.08080808080808081,8.0,29.0,3.413793103448276
USER_001223,104.0,3701.0229520383073,35.58675915421449,19.57,42.762745083024825,196.4120781197628,1.51,1.2016476380361962,0.4807692307692308,0.22115384615384615,0.019230769230769232,0.10576923076923077,14.54430403524272,0.3076923076923077,0.038461538461538464,0.057692307692307696,136.72932692307694,45.2,340.51,64.49874175433257,0.0,0.0,0.0,0.0,32.0,0.08653846153846154,8.0,62.0,1.6774193548387097
USER_001224,96.0,4609.363934943121,48.014207655657515,26.93,49.671390999414285,195.6281837664121,1.75,1.0345144369691897,0.4791666666666667,0.15625,0.03125,0.125,16.683393224900584,0.2604166666666667,0.010416666666666666,0.020833333333333332,133.29375000000002,70.53,266.16,54.42479586307,0.0,0.0,0.0,0.0,36.0,0.07291666666666667,6.0,66.0,1.4545454545454546
USER_001225,118.0,3139.114545886447,26.602665643105485,14.325056401311453,33.08809457248582,176.4490360993139,7.105427357601002e-15,1.243788687058176,0.423728813559322,0.2288135593220339,0.059322033898305086,0.15254237288135594,13.012033049563156,0.3135593220338983,0.03389830508474576,0.09322033898305085,112.22305084745763,50.23,288.22,52.543936137301436,0.0,2.12,0.017966101694915255,0.06779661016949153,35.0,0.06779661016949153,7.0,63.0,1.873015873015873
USER_001226,99.0,3353.5678436582157,33.8744226632143,19.92,37.0695106186598,162.1846437377267,0.66,1.0943215471806458,0.5656565656565656,0.18181818181818182,0.050505050505050504,0.030303030303030304,8.590670578979593,0.35353535353535354,0.06060606060606061,0.10101010101010101,109.20757575757577,37.34,364.84,68.92858479779159,0.0,0.0,0.0,0.0,32.0,0.13131313131313133,8.0,35.0,2.8285714285714287
USER_001227,108.0,3189.665203148655,29.53393706619125,14.971579285787271,36.82933002463989,171.03385721446227,1.27,1.2470172853046397,0.4722222222222222,0.19444444444444445,0.018518518518518517,0.08333333333333333,25.628299633008822,0.2962962962962963,0.12037037037037036,0.21296296296296297,127.0936111111111,41.15,326.45,65.65759842366487,0.0,0.0,0.0,0.0,41.0,0.06481481481481481,8.0,114.0,0.9473684210526315
USER_001228,105.0,3227.1032773658085,30.734316927293413,18.03,40.85649022944533,199.1868907736743,1.0563868429477026,1.3293443392966051,0.47619047619047616,0.24761904761904763,0.01904761904761905,0.12380952380952381,10.206450743955662,0.3333333333333333,0.17142857142857143,0.09523809523809523,153.45219047619048,62.67,497.59,86.27626564371519,0.0,0.0,0.0,0.0,40.0,0.09523809523809523,8.0,44.0,2.3863636363636362
USER_001229,87.0,2479.4735996525596,28.499696547730572,13.86,41.21662828737637,185.68151198949715,0.5,1.4462128822441251,0.5057471264367817,0.21839080459770116,0.034482758620689655,0.08045977011494253,13.679249885461886,0.42528735632183906,0.0,0.0,140.20551724137934,32.69,253.3,56.596089205811225,0.0,0.0,0.0,0.0,30.0,0.11494252873563218,8.0,49.0,1.7755102040816326
USER_001230,106.0,2701.80325945876,25.48870999489396,14.87,35.03833286321074,196.38897961133705,0.0278539225496281,1.37466089379297,0.5283018867924528,0.16037735849056603,0.05660377358490566,0.14150943396226415,5.232338131370371,0.3113207547169811,0.11320754716981132,0.27358490566037735,156.15849056603773,18.09,568.25,147.36792394930615,0.09433962264150944,1.6500000000000001,0.015566037735849058,0.05660377358490566,40.0,0.05660377358490566,8.0,22.0,4.818181818181818
USER_001231,101.0,1884.1563952648194,18.65501381450316,7.26,32.66625537886891,178.6633680626737,0.304849114717868,1.751071090254184,0.38613861386138615,0.3465346534653465,0.019801980198019802,0.1782178217821782,14.883326948313892,0.22772277227722773,0.0297029702970297,0.0297029702970297,165.24831683168316,54.81,423.9,107.40325435543662,0.0,0.0,0.0,0.0,35.0,0.0891089108910891,6.0,62.0,1.6290322580645162
USER_001232,105.0,3458.1331006875084,32.934600958928655,11.75,46.53501005920267,198.52667390200347,1.33,1.4129519928671523,0.5142857142857142,0.26666666666666666,0.02857142857142857,0.0761904761904762,18.047842858023508,0.3238095238095238,0.05714285714285714,0.01904761904761905,169.82619047619048,74.98,347.27,69.48094367108803,0.0,0.0,0.0,0.0,36.0,0.06666666666666667,6.0,78.0,1.3461538461538463
USER_001233,87.0,3724.5256267054115,42.810639387418526,20.33,49.881550771063345,199.90409497301656,1.46,1.1651671520169555,0.4367816091954023,0.14942528735632185,0.05747126436781609,0.16091954022988506,7.247629352070413,0.3448275862068966,0.20689655172413793,0.10344827586206896,154.54275862068968,76.65,279.48,63.83627145100692,0.0,4.17,0.04793103448275862,0.04597701149425287,31.0,0.06896551724137931,8.0,25.0,3.48
USER_001234,105.0,4151.248940424278,39.53570419451693,19.997857185882296,46.97991145191066,197.39478521174647,0.256755171913305,1.1882907465304775,0.45714285714285713,0.14285714285714285,0.0761904761904762,0.13333333333333333,16.878266771538463,0.21904761904761905,0.0,0.0,113.2635238095238,12.05,237.5,57.13281158475185,0.009523809523809525,0.0,0.0,0.0,41.0,0.06666666666666667,8.0,73.0,1.4383561643835616
USER_001235,106.0,4818.951915172331,45.461810520493685,28.21,47.58876089209172,198.39927348678629,2.299999999999997,1.0467854303919382,0.4811320754716981,0.1509433962264151,0.04716981132075472,0.09433962264150944,8.742219349724866,0.29245283018867924,0.02830188679245283,0.0660377358490566,150.9124528301887,50.0,282.13,57.609774911510435,0.0,0.0,0.0,0.0,36.0,0.07547169811320754,8.0,38.0,2.789473684210526
USER_001236,118.0,2836.874744558752,24.041311394565692,12.145,39.87325649582133,195.19146360235763,0.81,1.6585308447372924,0.5254237288135594,0.2457627118644068,0.05084745762711865,0.0847457627118644,11.043425831585942,0.23728813559322035,0.19491525423728814,0.16101694915254236,157.39661016949148,77.29,272.48,60.0903352756418,0.0,0.0,0.0,0.0,45.0,0.06779661016949153,6.0,53.0,2.2264150943396226
USER_001237,116.0,3761.7705993505706,32.42905689095319,18.67,37.50035893647195,163.63658620864106,0.72,1.1563814224561526,0.4482758620689655,0.21551724137931033,0.04310344827586207,0.15517241379310345,1.820557434169082,0.3448275862068966,0.06896551724137931,0.14655172413793102,93.92965517241377,25.81,278.58,56.20352110168798,0.0,0.0,0.0,0.0,35.0,0.08620689655172414,6.0,8.0,14.5
USER_001238,102.0,3195.6093945380057,31.329503868019664,17.115000000000002,40.882394374909765,188.8270999224669,1.51,1.3049167502662384,0.4411764705882353,0.14705882352941177,0.049019607843137254,0.23529411764705882,2.52949616839384,0.29411764705882354,0.17647058823529413,0.13725490196078433,93.31235294117647,27.49,223.6,50.45494373085853,0.0,0.0,0.0,0.0,35.0,0.09803921568627451,6.0,10.0,10.2
USER_001239,112.0,3521.8215056937042,31.444834872265215,12.98,40.62761259630969,192.7686057987792,0.7674396841271118,1.292028174463203,0.4375,0.21428571428571427,0.026785714285714284,0.19642857142857142,5.152705862557558,0.35714285714285715,0.0,0.0,140.76017857142855,72.8,265.57,52.851409162086455,0.0,0.0,0.0,0.0,36.0,0.10714285714285714,6.0,23.0,4.869565217391305
USER_001240,94.0,2288.388619215701,24.344559778890435,13.68,32.19671556749424,179.47516232394236,3.552713678800501e-15,1.3225425253083662,0.4148936170212766,0.3404255319148936,0.031914893617021274,0.06382978723404255,15.230306851977298,0.3191489361702128,0.02127659574468085,0.031914893617021274,133.83202127659575,20.74,416.39,99.31305766490239,0.0,1.22,0.01297872340425532,0.031914893617021274,33.0,0.0851063829787234,8.0,59.0,1.5932203389830508
USER_001241,96.0,3158.5452349479247,32.90151286404088,16.456502048166445,42.76951639641439,197.181104769376,1.09,1.299925525405203,0.5,0.16666666666666666,0.07291666666666667,0.13541666666666666,3.124787698236842,0.3333333333333333,0.041666666666666664,0.10416666666666667,126.24229166666667,35.16,326.9,75.08043946649791,0.0,0.0,0.0,0.0,41.0,0.07291666666666667,6.0,12.0,8.0
USER_001242,108.0,2890.215427550516,26.761253958801074,11.864999999999998,39.87326238253767,196.5991209224165,0.7,1.4899624077377884,0.37962962962962965,0.32407407407407407,0.05555555555555555,0.10185185185185185,21.596273981715992,0.37037037037037035,0.027777777777777776,0.14814814814814814,176.01842592592595,92.24,327.17,62.974506014573144,0.0,1.25,0.011574074074074073,0.046296296296296294,43.0,0.07407407407407407,8.0,96.0,1.125
USER_001243,91.0,2320.057786632525,25.49514051244533,11.28,36.7571204223977,196.45166848176163,0.64,1.4417304507286353,0.43956043956043955,0.32967032967032966,0.01098901098901099,0.14285714285714285,5.908370461305556,0.21978021978021978,0.01098901098901099,0.0,186.39263736263734,38.97,641.46,164.38081904755438,0.0,0.0,0.0,0.0,34.0,0.08791208791208792,6.0,22.0,4.136363636363637
USER_001244,111.0,3254.6883350316434,29.321516531816606,11.63,45.14981291144631,197.7762787263441,0.64,1.539818476389327,0.4954954954954955,0.23423423423423423,0.009009009009009009,0.15315315315315314,10.932448421320704,0.27927927927927926,0.12612612612612611,0.0,184.70378378378382,95.66,298.36,62.05926280659705,0.0,0.0,0.0,0.0,36.0,0.12612612612612611,8.0,50.0,2.22
USER_001245,93.0,2475.8888799109463,26.62246107431125,10.11,42.19296863404001,187.8044491714201,0.5,1.5848635675066558,0.4946236559139785,0.21505376344086022,0.07526881720430108,0.12903225806451613,5.087084896479468,0.3333333333333333,0.03225806451612903,0.16129032258064516,174.01645161290324,92.52,401.12,70.2603235126211,0.0,0.0,0.0,0.0,35.0,0.08602150537634409,6.0,19.0,4.894736842105263
USER_001246,109.0,3232.827930786496,29.658971842077943,15.45,42.14205662916699,199.67004246889036,1.8727025783107931,1.4208873070029682,0.4954128440366973,0.24770642201834864,0.01834862385321101,0.08256880733944955,3.3205291225694453,0.30275229357798167,0.03669724770642202,0.027522935779816515,103.86018348623848,21.31,238.98,54.6914866755406,0.0,0.0,0.0,0.0,35.0,0.06422018348623854,8.0,14.0,7.785714285714286
USER_001247,113.0,3977.5174192078593,35.19926919652973,16.48,43.138215570905935,188.8885883122641,1.4210854715202004e-14,1.2255429318731113,0.5132743362831859,0.18584070796460178,0.02654867256637168,0.07964601769911504,6.369986493043156,0.26548672566371684,0.10619469026548672,0.04424778761061947,162.67061946902655,70.74,286.9,53.3076447091246,0.0,2.23,0.01973451327433628,0.05309734513274336,37.0,0.07079646017699115,8.0,29.0,3.896551724137931
USER_001248,98.0,2974.9919148099198,30.357060355203263,13.937678226583468,40.39265118173862,198.05145918802216,0.95,1.3305850668381742,0.42857142857142855,0.32653061224489793,0.061224489795918366,0.07142857142857142,7.985146796491981,0.41836734693877553,0.0,0.02040816326530612,170.8798979591837,85.11,441.79,81.2119811446118,0.0,0.0,0.0,0.0,31.0,0.10204081632653061,6.0,32.0,3.0625
USER_001249,118.0,4960.169470911185,42.035334499247334,24.485,49.27842638283376,192.862710856609,1.41,1.1723096049994823,0.5338983050847458,0.17796610169491525,0.01694915254237288,0.05084745762711865,33.24128103664055,0.2966101694915254,0.05084745762711865,0.1016949152542373,111.22881355932203,8.98,229.2,59.06018888727702,0.00847457627118644,0.0,0.0,0.0,43.0,0.059322033898305086,8.0,162.0,0.7283950617283951
USER_001250,108.0,4480.731164530779,41.48825152343314,24.165,45.1815407184703,188.91112305966595,3.552713678800501e-15,1.0890201215867374,0.28703703703703703,0.28703703703703703,0.1111111111111111,0.07407407407407407,4.312370803050363,0.35185185185185186,0.018518518518518517,0.046296296296296294,76.24861111111112,5.0,233.78,55.15890644071185,0.018518518518518517,0.0,0.0,0.0,32.0,0.08333333333333333,8.0,19.0,5.684210526315789
USER_001251,91.0,2330.7801162281717,25.61296831019969,10.93,39.30299128573483,191.49213390011988,1.03,1.5344957604965859,0.5164835164835165,0.26373626373626374,0.04395604395604396,0.08791208791208792,11.986708431632715,0.2857142857142857,0.0989010989010989,0.02197802197802198,116.66241758241758,14.18,496.19,96.03568235401603,0.14285714285714285,0.0,0.0,0.0,30.0,0.0989010989010989,6.0,44.0,2.0681818181818183
USER_001252,69.0,2653.3078769484414,38.453737347078864,18.66,46.060442042792545,181.431600332482,1.05,1.1978144445897798,0.5362318840579711,0.15942028985507245,0.057971014492753624,0.10144927536231885,62.7198754894036,0.2463768115942029,0.028985507246376812,0.07246376811594203,105.27739130434783,24.32,205.75,54.120834295669674,0.0,0.0,0.0,0.0,31.0,0.07246376811594203,6.0,177.0,0.3898305084745763
USER_001253,95.0,3462.931227382956,36.4519076566627,16.25,43.33833536214341,193.49906144520983,7.105427357601002e-15,1.1889181704931158,0.45263157894736844,0.22105263157894736,0.031578947368421054,0.1368421052631579,17.88199526667553,0.3157894736842105,0.021052631578947368,0.0,129.1236842105263,57.81,251.31,54.47314604956753,0.0,0.0,0.0,0.0,33.0,0.09473684210526316,6.0,70.0,1.3571428571428572
USER_001254,91.0,2879.155117240328,31.639067222421186,17.31,39.32937196177821,192.8951579700453,1.34,1.2430635734389555,0.32967032967032966,0.2087912087912088,0.01098901098901099,0.32967032967032966,11.778520227972221,0.26373626373626374,0.0,0.0,134.48263736263738,56.11,365.76,65.64350406780831,0.0,0.0,0.0,0.0,28.0,0.08791208791208792,6.0,44.0,2.0681818181818183
USER_001255,98.0,2448.0934528281678,24.98054543702212,12.57,35.91677954168046,187.2133545441818,0.73,1.437790044746198,0.45918367346938777,0.20408163265306123,0.030612244897959183,0.19387755102040816,11.114063782634595,0.3163265306122449,0.24489795918367346,0.02040816326530612,100.66255102040816,19.35,389.66,76.92093193477224,0.01020408163265306,2.6399999999999997,0.02693877551020408,0.07142857142857142,38.0,0.11224489795918367,7.0,44.0,2.227272727272727
USER_001256,115.0,2670.6393388232937,23.222950772376468,10.24,35.99404235948576,176.4972451913489,0.75,1.5499340592970818,0.5478260869565217,0.20869565217391303,0.043478260869565216,0.13043478260869565,6.614360585060916,0.40869565217391307,0.14782608695652175,0.06086956521739131,158.00921739130433,32.71,548.08,124.67851508909122,0.0,0.0,0.0,0.0,46.0,0.06086956521739131,6.0,31.0,3.7096774193548385
USER_001257,93.0,2447.232212093371,26.314324861219042,13.35,38.37492374410811,195.948010723334,0.1594174002931225,1.4583282659348589,0.43010752688172044,0.22580645161290322,0.043010752688172046,0.12903225806451613,12.256473738650364,0.43010752688172044,0.021505376344086023,0.053763440860215055,166.68247311827957,63.63,314.08,59.34416096429652,0.0,0.0,0.0,0.0,37.0,0.08602150537634409,8.0,46.0,2.0217391304347827
USER_001258,99.0,2567.848215765942,25.937860765312543,13.22,35.15612255200549,185.9491832158883,0.92,1.3553979208270253,0.5959595959595959,0.10101010101010101,0.04040404040404041,0.1414141414141414,2.076040659560657,0.2727272727272727,0.0,0.0,200.7312121212121,87.4,565.19,112.83044123792276,0.0,0.0,0.0,0.0,43.0,0.050505050505050504,8.0,8.0,12.375
USER_001259,112.0,3281.08647440313,29.295414950027947,13.8,41.25788008777642,190.2643379372337,1.27,1.4083391601775916,0.49107142857142855,0.20535714285714285,0.07142857142857142,0.10714285714285714,22.586534514334332,0.3392857142857143,0.0,0.0,115.68973214285712,43.31,236.82,53.044267106828606,0.0,0.0,0.0,0.0,40.0,0.08035714285714286,8.0,104.0,1.0769230769230769
USER_001260,110.0,3279.6743676158794,29.81522152378072,13.795,39.79329658250938,197.44143068810632,1.12,1.3346637908012895,0.5363636363636364,0.2545454545454545,0.0,0.1,9.433641704992356,0.2727272727272727,0.01818181818181818,0.06363636363636363,113.74445454545457,29.9,350.49,70.06556843396748,0.0,0.0,0.0,0.0,38.0,0.08181818181818182,5.0,42.0,2.619047619047619
USER_001261,107.0,3192.4234045775443,29.835732753061162,16.19,40.45556860819422,196.17772867340827,0.5,1.3559435239291535,0.4205607476635514,0.2336448598130841,0.06542056074766354,0.14018691588785046,14.318433295075998,0.32710280373831774,0.17757009345794392,0.04672897196261682,165.36252336448598,96.21,295.11,54.914502622618215,0.0,0.0,0.0,0.0,33.0,0.08411214953271028,8.0,63.0,1.6984126984126984
USER_001262,91.0,2901.2884635975474,31.882290808764257,14.020050562655882,40.418393095435576,175.25318119200742,0.62,1.267738047365304,0.4725274725274725,0.1978021978021978,0.03296703296703297,0.16483516483516483,14.911992000700616,0.2087912087912088,0.06593406593406594,0.04395604395604396,105.8132967032967,45.96,221.22,47.80871812766986,0.0,0.0,0.0,0.0,34.0,0.08791208791208792,6.0,55.0,1.6545454545454545
USER_001263,96.0,3084.5972392586364,32.13122124227746,12.59,42.15173191386628,186.19351801292663,1.37,1.3118621167876456,0.4479166666666667,0.23958333333333334,0.03125,0.08333333333333333,3.596615053532164,0.25,0.11458333333333333,0.052083333333333336,120.55218749999999,50.0,244.86,49.539124170553585,0.0,0.0,0.0,0.0,29.0,0.11458333333333333,8.0,14.0,6.857142857142857
USER_001264,99.0,2862.891878091811,28.918099778705162,15.59,41.84087782639446,196.4054228026683,0.64,1.4468750763909264,0.5656565656565656,0.16161616161616163,0.09090909090909091,0.0707070707070707,4.0970381129535145,0.32323232323232326,0.1414141414141414,0.050505050505050504,169.38626262626263,89.83,286.23,58.23135226757074,0.0,0.0,0.0,0.0,37.0,0.06060606060606061,6.0,16.0,6.1875
USER_001265,92.0,3468.3075736233086,37.69899536547074,18.155,42.6279053472482,189.1000785985146,0.25736705969328,1.1307438018969584,0.32608695652173914,0.2391304347826087,0.043478260869565216,0.21739130434782608,4.007402569615384,0.21739130434782608,0.0,0.0,171.44097826086957,98.53,424.52,65.25206842007711,0.0,2.73,0.029673913043478262,0.08695652173913043,25.0,0.11956521739130435,6.0,15.0,6.133333333333334
USER_001266,110.0,3715.7110030752947,33.779190937048135,17.64,43.81692785154022,184.3960630140124,0.2698921369392266,1.2971574107028998,0.3181818181818182,0.32727272727272727,0.03636363636363636,0.12727272727272726,5.128475126760958,0.21818181818181817,0.07272727272727272,0.06363636363636363,92.07318181818182,5.95,209.87,56.901918155569696,0.00909090909090909,0.0,0.0,0.0,32.0,0.08181818181818182,8.0,23.0,4.782608695652174
USER_001267,101.0,3760.104083016681,37.228753297194864,22.84,41.01113251647937,188.54967049977208,3.552713678800501e-15,1.1015983315124738,0.45544554455445546,0.18811881188118812,0.039603960396039604,0.09900990099009901,15.407644274336107,0.3069306930693069,0.019801980198019802,0.039603960396039604,86.84049504950497,28.54,252.48,57.85910561659657,0.0,0.0,0.0,0.0,32.0,0.09900990099009901,8.0,64.0,1.578125
USER_001268,106.0,2984.8203530689248,28.158682576121933,14.825,38.34995574457089,188.2604509878684,0.0449734690907526,1.3619229394308021,0.5660377358490566,0.25471698113207547,0.018867924528301886,0.03773584905660377,1.950794540875662,0.5094339622641509,0.16037735849056603,0.25471698113207547,151.42716981132074,10.96,662.26,138.659343935002,0.10377358490566038,0.0,0.0,0.0,33.0,0.08490566037735849,8.0,8.0,13.25
USER_001269,99.0,3438.3780132730353,34.731091043161975,19.32250173728501,45.78806583130319,223.482322300464,1.4210854715202004e-14,1.3183595578497718,0.41414141414141414,0.1414141414141414,0.010101010101010102,0.24242424242424243,3.3949697922959183,0.3333333333333333,0.10101010101010101,0.16161616161616163,174.89929292929287,88.26,382.63,71.57758656503124,0.0,0.0,0.0,0.0,41.0,0.050505050505050504,8.0,13.0,7.615384615384615
USER_001270,89.0,2781.6220714025553,31.254180577556802,11.34,47.178400420001815,191.32603024534532,1.18,1.5095068739021742,0.5730337078651685,0.11235955056179775,0.10112359550561797,0.11235955056179775,8.722694933121844,0.30337078651685395,0.011235955056179775,0.011235955056179775,125.29224719101126,43.24,234.56,60.701882286091966,0.0,0.0,0.0,0.0,35.0,0.10112359550561797,6.0,31.0,2.870967741935484
USER_001271,89.0,2490.394259348255,27.981957970205116,12.995032672697477,35.182630796475934,170.46503267269748,0.2211562544002134,1.257332701090396,0.5168539325842697,0.2696629213483146,0.02247191011235955,0.033707865168539325,1.7258717799621213,0.3146067415730337,0.033707865168539325,0.06741573033707865,135.76011235955056,69.31,240.26,50.33400835000269,0.0,0.0,0.0,0.0,35.0,0.056179775280898875,8.0,6.0,14.833333333333334
USER_001272,98.0,2892.718904519156,29.517539842032203,12.99,41.20487494796121,232.7657378489424,0.8743426299724035,1.3959454334092758,0.3469387755102041,0.32653061224489793,0.05102040816326531,0.14285714285714285,30.732671184123717,0.21428571428571427,0.10204081632653061,0.05102040816326531,115.90224489795918,59.23,295.34,48.4243779778052,0.0,0.0,0.0,0.0,32.0,0.12244897959183673,6.0,124.0,0.7903225806451613
USER_001273,105.0,3390.02035882616,32.28590817929676,15.95,41.62438027764114,187.1425079353054,0.75,1.2892429739465294,0.5142857142857142,0.23809523809523808,0.047619047619047616,0.0380952380952381,9.403327727668271,0.2571428571428571,0.22857142857142856,0.0380952380952381,94.01085714285715,10.52,285.37,65.99105842860435,0.17142857142857143,0.0,0.0,0.0,38.0,0.0761904761904762,8.0,40.0,2.625
USER_001274,111.0,3475.4863705940256,31.3106880233696,14.27,41.43952936075991,193.8128859127477,7.105427357601002e-15,1.3234946906893381,0.36936936936936937,0.2882882882882883,0.07207207207207207,0.11711711711711711,21.40455967356313,0.2972972972972973,0.036036036036036036,0.02702702702702703,129.40504504504506,53.85,247.66,57.50706751622912,0.0,0.0,0.0,0.0,42.0,0.09009009009009009,8.0,98.0,1.1326530612244898
USER_001275,116.0,5079.723954012696,43.790723741488755,23.905,48.701605509164246,191.66643053896436,1.4210854715202004e-14,1.1121443389852623,0.43103448275862066,0.23275862068965517,0.02586206896551724,0.08620689655172414,2.3733413883140098,0.28448275862068967,0.0603448275862069,0.0603448275862069,142.8051724137931,37.02,280.08,61.12772487722464,0.0,0.0,0.0,0.0,30.0,0.08620689655172414,8.0,11.0,10.545454545454545
USER_001276,102.0,2853.0931393561837,27.971501366237096,13.724999999999996,39.71610372652504,192.50935138359148,0.3940727383652671,1.4198774390588926,0.39215686274509803,0.23529411764705882,0.00980392156862745,0.20588235294117646,13.555938894834984,0.3235294117647059,0.00980392156862745,0.0196078431372549,107.8713725490196,14.11,270.32,57.51146651125908,0.00980392156862745,0.0,0.0,0.0,33.0,0.0784313725490196,8.0,57.0,1.7894736842105263
USER_001277,97.0,2855.207273811837,29.435126534142647,15.69,37.26661980214941,198.1948623236626,1.24,1.266059439524501,0.5257731958762887,0.1958762886597938,0.07216494845360824,0.061855670103092786,8.60509948320602,0.3402061855670103,0.010309278350515464,0.1134020618556701,84.06051546391753,5.0,328.86,74.63499051454706,0.20618556701030927,1.3900000000000001,0.014329896907216496,0.030927835051546393,35.0,0.08247422680412371,8.0,34.0,2.8529411764705883
USER_001278,101.0,2801.626953608819,27.738880728800186,12.41,40.33908563092974,196.84430284074529,7.105427357601002e-15,1.4542434507477173,0.43564356435643564,0.21782178217821782,0.09900990099009901,0.10891089108910891,3.165827411627778,0.33663366336633666,0.019801980198019802,0.019801980198019802,123.3790099009901,49.76,246.61,54.42265727626593,0.0,4.01,0.039702970297029704,0.0594059405940594,39.0,0.06930693069306931,8.0,13.0,7.769230769230769
USER_001279,113.0,3656.3856983568267,32.35739556067988,15.52,43.37261761695888,198.29553622085817,0.74,1.340423630066954,0.34513274336283184,0.25663716814159293,0.02654867256637168,0.1415929203539823,4.985114638425098,0.37168141592920356,0.017699115044247787,0.0,163.51017699115044,38.08,397.43,80.84620337386534,0.0,0.0,0.0,0.0,29.0,0.07964601769911504,8.0,23.0,4.913043478260869
USER_001280,129.0,4059.6764317107445,31.470359935742206,18.674304537912832,39.19266905108301,192.43445840845544,0.3778476979518217,1.245383565078652,0.3798449612403101,0.1937984496124031,0.07751937984496124,0.13178294573643412,11.232212007454429,0.3023255813953488,0.06201550387596899,0.007751937984496124,144.6680620155039,49.63,283.07,53.80491778867545,0.0,0.0,0.0,0.0,48.0,0.05426356589147287,8.0,59.0,2.1864406779661016
USER_001281,105.0,2889.194891264308,27.516141821564837,12.48,39.96110662761764,180.90810312030487,0.650405174293013,1.4522786983275209,0.44761904761904764,0.17142857142857143,0.01904761904761905,0.24761904761904763,2.6225043722489314,0.2857142857142857,0.0380952380952381,0.01904761904761905,148.3837142857143,10.06,535.99,132.07817842429202,0.14285714285714285,0.0,0.0,0.0,38.0,0.0761904761904762,8.0,11.0,9.545454545454545
