user_id,credit_archetype,loans_taken,credit_risk_label,final_credit_limit,gen_txn_count
USER_002218,responsible_borrower,2,0,78.125,110
USER_002219,responsible_borrower,3,0,97.65625,107
USER_002220,responsible_borrower,3,1,62.5,122
USER_002221,responsible_borrower,4,1,97.65625,107
USER_002222,occasional_borrower,2,0,78.125,98
USER_002223,risky_borrower,4,1,50.0,100
USER_002224,occasional_borrower,1,1,50.0,106
USER_002225,responsible_borrower,2,0,78.125,99
USER_002226,non_borrower,0,-1,0.0,102
USER_002227,non_borrower,0,-1,0.0,99
USER_002228,responsible_borrower,3,0,97.65625,107
USER_002229,non_borrower,0,-1,0.0,98
USER_002230,non_borrower,0,-1,0.0,99
USER_002231,responsible_borrower,4,0,122.0703125,118
USER_002232,non_borrower,0,-1,0.0,112
USER_002233,responsible_borrower,3,0,97.65625,108
USER_002234,non_borrower,0,-1,0.0,103
USER_002235,occasional_borrower,1,0,62.5,91
USER_002236,non_borrower,0,-1,0.0,102
USER_002237,responsible_borrower,4,0,122.0703125,114
USER_002238,non_borrower,0,-1,0.0,95
USER_002239,responsible_borrower,4,0,122.0703125,102
USER_002240,defaulter,1,2,50.0,88
USER_002241,responsible_borrower,4,0,122.0703125,107
USER_002242,non_borrower,0,-1,0.0,104
USER_002243,non_borrower,0,-1,0.0,103
USER_002244,occasional_borrower,1,0,62.5,107
USER_002245,non_borrower,0,-1,0.0,94
USER_002246,occasional_borrower,1,0,62.5,121
USER_002247,responsible_borrower,2,0,78.125,108
USER_002248,responsible_borrower,3,1,78.125,98
USER_002249,responsible_borrower,4,1,97.65625,105
USER_002250,occasional_borrower,1,1,50.0,87
USER_002251,responsible_borrower,4,0,122.0703125,126
USER_002252,occasional_borrower,2,1,50.0,133
USER_002253,responsible_borrower,2,0,78.125,99
USER_002254,occasional_borrower,1,0,62.5,101
USER_002255,responsible_borrower,3,0,97.65625,109
USER_002256,responsible_borrower,4,1,97.65625,98
USER_002257,responsible_borrower,2,1,62.5,117
USER_002258,responsible_borrower,2,0,78.125,110
USER_002259,responsible_borrower,3,1,78.125,103
USER_002260,occasional_borrower,1,0,62.5,119
USER_002261,risky_borrower,4,1,50.0,113
USER_002262,responsible_borrower,2,0,78.125,109
USER_002263,responsible_borrower,2,0,78.125,96
USER_002264,responsible_borrower,4,1,97.65625,108
USER_002265,responsible_borrower,4,1,97.65625,100
USER_002266,responsible_borrower,4,1,97.65625,113
USER_002267,risky_borrower,6,1,50.0,117
USER_002268,non_borrower,0,-1,0.0,91
USER_002269,responsible_borrower,4,1,97.65625,116
USER_002270,risky_borrower,6,1,50.0,121
USER_002271,non_borrower,0,-1,0.0,116
USER_002272,responsible_borrower,3,1,78.125,94
USER_002273,non_borrower,0,-1,0.0,86
USER_002274,responsible_borrower,4,1,78.125,99
USER_002275,responsible_borrower,3,0,97.65625,90
USER_002276,non_borrower,0,-1,0.0,94
USER_002277,non_borrower,0,-1,0.0,95
USER_002278,responsible_borrower,3,0,97.65625,121
USER_002279,occasional_borrower,2,2,62.5,105
USER_002280,responsible_borrower,3,0,97.65625,88
USER_002281,non_borrower,0,-1,0.0,101
USER_002282,responsible_borrower,4,1,97.65625,104
USER_002283,responsible_borrower,4,1,97.65625,96
USER_002284,occasional_borrower,2,0,78.125,98
USER_002285,non_borrower,0,-1,0.0,100
USER_002286,occasional_borrower,2,0,78.125,105
USER_002287,responsible_borrower,2,0,78.125,107
USER_002288,non_borrower,0,-1,0.0,86
USER_002289,responsible_borrower,3,0,97.65625,101
USER_002290,responsible_borrower,4,0,122.0703125,107
USER_002291,responsible_borrower,2,0,78.125,96
USER_002292,non_borrower,0,-1,0.0,86
USER_002293,non_borrower,0,-1,0.0,98
USER_002294,non_borrower,0,-1,0.0,95
USER_002295,non_borrower,0,-1,0.0,94
USER_002296,responsible_borrower,2,0,78.125,100
USER_002297,non_borrower,0,-1,0.0,108
USER_002298,non_borrower,0,-1,0.0,106
USER_002299,non_borrower,0,-1,0.0,121
USER_002300,responsible_borrower,3,0,97.65625,101
USER_002301,responsible_borrower,2,0,78.125,107
USER_002302,non_borrower,0,-1,0.0,116
USER_002303,non_borrower,0,-1,0.0,85
USER_002304,non_borrower,0,-1,0.0,91
USER_002305,non_borrower,0,-1,0.0,84
USER_002306,responsible_borrower,3,0,97.65625,93
USER_002307,non_borrower,0,-1,0.0,98
USER_002308,non_borrower,0,-1,0.0,106
USER_002309,occasional_borrower,2,1,62.5,102
USER_002310,responsible_borrower,4,1,97.65625,106
USER_002311,responsible_borrower,2,0,78.125,96
USER_002312,responsible_borrower,3,1,78.125,88
USER_002313,risky_borrower,2,2,50.0,95
USER_002314,occasional_borrower,1,1,50.0,111
USER_002315,non_borrower,0,-1,0.0,92
USER_002316,responsible_borrower,3,0,97.65625,111
USER_002317,responsible_borrower,4,0,122.0703125,107
USER_002318,responsible_borrower,4,1,97.65625,115
USER_002319,non_borrower,0,-1,0.0,105
USER_002320,non_borrower,0,-1,0.0,105
USER_002321,responsible_borrower,3,1,78.125,112
USER_002322,occasional_borrower,1,1,50.0,110
USER_002323,occasional_borrower,2,1,62.5,134
USER_002324,non_borrower,0,-1,0.0,99
USER_002325,responsible_borrower,3,0,97.65625,103
USER_002326,responsible_borrower,2,0,78.125,113
USER_002327,non_borrower,0,-1,0.0,92
USER_002328,responsible_borrower,2,0,78.125,97
USER_002329,non_borrower,0,-1,0.0,99
USER_002330,non_borrower,0,-1,0.0,98
USER_002331,defaulter,1,2,50.0,91
USER_002332,non_borrower,0,-1,0.0,103
USER_002333,occasional_borrower,1,0,62.5,114
USER_002334,non_borrower,0,-1,0.0,106
USER_002335,responsible_borrower,3,0,97.65625,103
USER_002336,non_borrower,0,-1,0.0,104
USER_002337,responsible_borrower,2,0,78.125,92
USER_002338,responsible_borrower,2,1,62.5,106
USER_002339,occasional_borrower,2,1,62.5,99
USER_002340,responsible_borrower,3,0,97.65625,86
USER_002341,responsible_borrower,3,0,97.65625,93
USER_002342,non_borrower,0,-1,0.0,106
USER_002343,responsible_borrower,3,0,97.65625,106
USER_002344,occasional_borrower,1,1,50.0,108
USER_002345,responsible_borrower,2,0,78.125,106
USER_002346,responsible_borrower,4,0,122.0703125,124
USER_002347,non_borrower,0,-1,0.0,88
USER_002348,occasional_borrower,2,1,50.0,94
USER_002349,responsible_borrower,2,0,78.125,95
USER_002350,non_borrower,0,-1,0.0,97
USER_002351,responsible_borrower,3,1,78.125,105
USER_002352,responsible_borrower,3,0,97.65625,109
USER_002353,non_borrower,0,-1,0.0,111
USER_002354,non_borrower,0,-1,0.0,96
USER_002355,non_borrower,0,-1,0.0,94
USER_002356,responsible_borrower,3,1,62.5,106
USER_002357,responsible_borrower,3,0,97.65625,98
USER_002358,responsible_borrower,4,0,122.0703125,100
USER_002359,non_borrower,0,-1,0.0,105
USER_002360,responsible_borrower,2,0,78.125,120
USER_002361,non_borrower,0,-1,0.0,83
USER_002362,risky_borrower,5,1,50.0,111
USER_002363,responsible_borrower,3,0,97.65625,98
USER_002364,non_borrower,0,-1,0.0,104
USER_002365,occasional_borrower,1,0,62.5,112
USER_002366,non_borrower,0,-1,0.0,109
USER_002367,responsible_borrower,2,1,62.5,101
USER_002368,non_borrower,0,-1,0.0,88
USER_002369,non_borrower,0,-1,0.0,102
USER_002370,responsible_borrower,2,0,78.125,98
USER_002371,non_borrower,0,-1,0.0,98
USER_002372,responsible_borrower,2,0,78.125,97
USER_002373,occasional_borrower,2,1,50.0,105
USER_002374,responsible_borrower,3,0,97.65625,95
USER_002375,occasional_borrower,1,2,50.0,113
USER_002376,non_borrower,0,-1,0.0,116
USER_002377,responsible_borrower,2,1,62.5,96
USER_002378,responsible_borrower,2,0,78.125,104
USER_002379,non_borrower,0,-1,0.0,115
USER_002380,occasional_borrower,1,0,62.5,109
USER_002381,responsible_borrower,4,0,122.0703125,100
USER_002382,responsible_borrower,4,0,122.0703125,138
USER_002383,occasional_borrower,2,1,62.5,103
USER_002384,occasional_borrower,2,1,50.0,112
USER_002385,non_borrower,0,-1,0.0,109
USER_002386,responsible_borrower,3,0,97.65625,94
USER_002387,non_borrower,0,-1,0.0,108
USER_002388,non_borrower,0,-1,0.0,81
USER_002389,responsible_borrower,2,0,78.125,107
USER_002390,responsible_borrower,4,0,122.0703125,107
USER_002391,non_borrower,0,-1,0.0,93
USER_002392,non_borrower,0,-1,0.0,113
USER_002393,responsible_borrower,3,0,97.65625,120
USER_002394,responsible_borrower,2,0,78.125,90
USER_002395,occasional_borrower,1,1,50.0,101
USER_002396,non_borrower,0,-1,0.0,105
USER_002397,responsible_borrower,2,1,62.5,108
USER_002398,non_borrower,0,-1,0.0,95
USER_002399,responsible_borrower,4,0,122.0703125,113
USER_002400,responsible_borrower,4,0,122.0703125,107
USER_002401,responsible_borrower,3,0,97.65625,111
USER_002402,non_borrower,0,-1,0.0,131
USER_002403,non_borrower,0,-1,0.0,96
USER_002404,non_borrower,0,-1,0.0,100
USER_002405,non_borrower,0,-1,0.0,85
USER_002406,defaulter,1,2,50.0,84
USER_002407,responsible_borrower,2,0,78.125,109
USER_002408,responsible_borrower,3,0,97.65625,108
USER_002409,non_borrower,0,-1,0.0,88
USER_002410,occasional_borrower,1,0,62.5,105
USER_002411,responsible_borrower,2,0,78.125,121
USER_002412,responsible_borrower,3,0,97.65625,106
USER_002413,defaulter,1,2,50.0,115
USER_002414,non_borrower,0,-1,0.0,114
USER_002415,responsible_borrower,4,0,122.0703125,107
USER_002416,non_borrower,0,-1,0.0,90
USER_002417,occasional_borrower,1,1,50.0,109
USER_002418,occasional_borrower,2,1,50.0,97
USER_002419,non_borrower,0,-1,0.0,107
USER_002420,responsible_borrower,2,0,78.125,119
USER_002421,responsible_borrower,4,0,122.0703125,96
USER_002422,non_borrower,0,-1,0.0,104
USER_002423,responsible_borrower,4,0,122.0703125,105
USER_002424,responsible_borrower,4,0,122.0703125,113
USER_002425,risky_borrower,3,2,50.0,103
USER_002426,responsible_borrower,2,0,78.125,96
USER_002427,non_borrower,0,-1,0.0,108
USER_002428,non_borrower,0,-1,0.0,128
USER_002429,responsible_borrower,3,0,97.65625,101
USER_002430,risky_borrower,5,2,50.0,103
USER_002431,non_borrower,0,-1,0.0,99
USER_002432,responsible_borrower,2,0,78.125,119
USER_002433,responsible_borrower,2,0,78.125,103
USER_002434,occasional_borrower,1,1,50.0,99
USER_002435,occasional_borrower,2,1,62.5,86
USER_002436,non_borrower,0,-1,0.0,91
USER_002437,non_borrower,0,-1,0.0,121
USER_002438,occasional_borrower,2,0,78.125,96
USER_002439,occasional_borrower,2,0,78.125,114
USER_002440,responsible_borrower,4,0,122.0703125,106
USER_002441,non_borrower,0,-1,0.0,94
USER_002442,defaulter,1,2,50.0,94
USER_002443,risky_borrower,4,2,50.0,103
USER_002444,responsible_borrower,2,0,78.125,99
USER_002445,non_borrower,0,-1,0.0,107
USER_002446,non_borrower,0,-1,0.0,100
USER_002447,non_borrower,0,-1,0.0,77
USER_002448,responsible_borrower,3,0,97.65625,105
USER_002449,non_borrower,0,-1,0.0,103
USER_002450,non_borrower,0,-1,0.0,95
USER_002451,occasional_borrower,2,0,78.125,119
USER_002452,non_borrower,0,-1,0.0,93
USER_002453,non_borrower,0,-1,0.0,111
USER_002454,responsible_borrower,3,1,78.125,95
USER_002455,non_borrower,0,-1,0.0,113
USER_002456,non_borrower,0,-1,0.0,95
USER_002457,non_borrower,0,-1,0.0,94
USER_002458,responsible_borrower,3,1,78.125,90
USER_002459,responsible_borrower,3,0,97.65625,117
USER_002460,responsible_borrower,4,0,122.0703125,124
USER_002461,non_borrower,0,-1,0.0,93
USER_002462,responsible_borrower,4,0,122.0703125,105
USER_002463,non_borrower,0,-1,0.0,86
USER_002464,non_borrower,0,-1,0.0,119
USER_002465,responsible_borrower,4,1,97.65625,107
USER_002466,non_borrower,0,-1,0.0,112
USER_002467,non_borrower,0,-1,0.0,104
USER_002468,non_borrower,0,-1,0.0,116
USER_002469,responsible_borrower,2,0,78.125,99
USER_002470,non_borrower,0,-1,0.0,91
USER_002471,responsible_borrower,4,0,122.0703125,107
USER_002472,risky_borrower,6,1,50.0,103
USER_002473,non_borrower,0,-1,0.0,100
USER_002474,non_borrower,0,-1,0.0,85
USER_002475,non_borrower,0,-1,0.0,102
USER_002476,defaulter,1,2,50.0,100
USER_002477,non_borrower,0,-1,0.0,90
USER_002478,risky_borrower,1,2,50.0,92
USER_002479,responsible_borrower,3,0,97.65625,99
USER_002480,defaulter,1,2,50.0,112
USER_002481,risky_borrower,2,2,50.0,110
USER_002482,responsible_borrower,4,1,78.125,112
USER_002483,responsible_borrower,4,0,122.0703125,104
USER_002484,responsible_borrower,3,0,97.65625,113
USER_002485,non_borrower,0,-1,0.0,109
USER_002486,responsible_borrower,3,0,97.65625,104
USER_002487,responsible_borrower,3,1,78.125,109
USER_002488,responsible_borrower,4,0,122.0703125,108
USER_002489,non_borrower,0,-1,0.0,92
USER_002490,non_borrower,0,-1,0.0,98
USER_002491,risky_borrower,5,1,50.0,102
USER_002492,non_borrower,0,-1,0.0,94
USER_002493,defaulter,1,2,50.0,91
USER_002494,responsible_borrower,2,0,78.125,107
USER_002495,responsible_borrower,2,0,78.125,98
USER_002496,responsible_borrower,4,0,122.0703125,114
USER_002497,occasional_borrower,1,1,50.0,91
USER_002498,responsible_borrower,3,1,78.125,98
USER_002499,responsible_borrower,4,0,122.0703125,101
USER_002500,risky_borrower,1,2,50.0,101
USER_002501,risky_borrower,4,1,50.0,92
USER_002502,responsible_borrower,3,1,78.125,100
USER_002503,non_borrower,0,-1,0.0,106
USER_002504,non_borrower,0,-1,0.0,101
USER_002505,occasional_borrower,1,1,50.0,89
USER_002506,non_borrower,0,-1,0.0,105
USER_002507,non_borrower,0,-1,0.0,101
USER_002508,occasional_borrower,1,0,62.5,104
USER_002509,non_borrower,0,-1,0.0,104
USER_002510,non_borrower,0,-1,0.0,103
USER_002511,risky_borrower,1,2,50.0,107
USER_002512,responsible_borrower,2,0,78.125,106
USER_002513,responsible_borrower,3,0,97.65625,107
USER_002514,non_borrower,0,-1,0.0,108
USER_002515,non_borrower,0,-1,0.0,93
USER_002516,responsible_borrower,4,1,97.65625,115
USER_002517,responsible_borrower,3,0,97.65625,84
USER_002518,responsible_borrower,2,0,78.125,113
USER_002519,responsible_borrower,3,0,97.65625,113
USER_002520,responsible_borrower,4,0,122.0703125,110
USER_002521,responsible_borrower,2,1,62.5,113
USER_002522,non_borrower,0,-1,0.0,110
USER_002523,occasional_borrower,2,1,62.5,114
USER_002524,risky_borrower,4,2,50.0,119
USER_002525,non_borrower,0,-1,0.0,110
USER_002526,responsible_borrower,4,0,122.0703125,105
USER_002527,responsible_borrower,4,0,122.0703125,122
USER_002528,responsible_borrower,4,1,97.65625,104
USER_002529,non_borrower,0,-1,0.0,89
USER_002530,non_borrower,0,-1,0.0,98
USER_002531,responsible_borrower,2,0,78.125,104
USER_002532,responsible_borrower,4,1,97.65625,109
USER_002533,responsible_borrower,3,0,97.65625,102
USER_002534,occasional_borrower,2,1,62.5,97
USER_002535,occasional_borrower,1,2,50.0,100
USER_002536,responsible_borrower,2,0,78.125,103
USER_002537,responsible_borrower,4,1,97.65625,89
USER_002538,non_borrower,0,-1,0.0,116
USER_002539,non_borrower,0,-1,0.0,110
USER_002540,occasional_borrower,2,0,78.125,110
USER_002541,responsible_borrower,4,0,122.0703125,106
USER_002542,non_borrower,0,-1,0.0,108
USER_002543,occasional_borrower,2,1,62.5,95
USER_002544,non_borrower,0,-1,0.0,107
USER_002545,responsible_borrower,3,1,78.125,104
USER_002546,non_borrower,0,-1,0.0,92
USER_002547,risky_borrower,1,2,50.0,99
USER_002548,responsible_borrower,3,0,97.65625,111
USER_002549,responsible_borrower,3,1,78.125,117
USER_002550,non_borrower,0,-1,0.0,98
USER_002551,non_borrower,0,-1,0.0,99
USER_002552,occasional_borrower,2,1,62.5,106
USER_002553,responsible_borrower,4,0,122.0703125,100
USER_002554,non_borrower,0,-1,0.0,80
USER_002555,responsible_borrower,4,0,122.0703125,112
USER_002556,non_borrower,0,-1,0.0,83
USER_002557,non_borrower,0,-1,0.0,113
USER_002558,responsible_borrower,4,1,97.65625,113
USER_002559,non_borrower,0,-1,0.0,108
USER_002560,responsible_borrower,4,1,97.65625,98
USER_002561,responsible_borrower,2,0,78.125,101
USER_002562,non_borrower,0,-1,0.0,108
USER_002563,responsible_borrower,4,0,122.0703125,129
USER_002564,risky_borrower,2,2,50.0,114
USER_002565,non_borrower,0,-1,0.0,101
USER_002566,responsible_borrower,2,1,62.5,96
USER_002567,responsible_borrower,2,0,78.125,108
USER_002568,non_borrower,0,-1,0.0,101
USER_002569,defaulter,1,2,50.0,102
USER_002570,non_borrower,0,-1,0.0,101
USER_002571,non_borrower,0,-1,0.0,100
USER_002572,non_borrower,0,-1,0.0,101
USER_002573,occasional_borrower,2,0,78.125,115
USER_002574,responsible_borrower,3,1,78.125,116
USER_002575,occasional_borrower,1,0,62.5,98
USER_002576,non_borrower,0,-1,0.0,104
USER_002577,responsible_borrower,2,0,78.125,109
USER_002578,occasional_borrower,1,0,62.5,101
USER_002579,responsible_borrower,4,1,97.65625,96
USER_002580,non_borrower,0,-1,0.0,100
USER_002581,responsible_borrower,4,0,122.0703125,124
USER_002582,occasional_borrower,2,0,78.125,83
USER_002583,responsible_borrower,3,1,78.125,93
USER_002584,responsible_borrower,3,0,97.65625,121
USER_002585,risky_borrower,2,2,50.0,128
USER_002586,occasional_borrower,1,0,62.5,93
USER_002587,responsible_borrower,2,0,78.125,100
USER_002588,risky_borrower,1,2,50.0,84
USER_002589,occasional_borrower,2,0,78.125,84
USER_002590,occasional_borrower,1,1,50.0,86
USER_002591,non_borrower,0,-1,0.0,113
USER_002592,responsible_borrower,4,1,97.65625,90
USER_002593,occasional_borrower,1,2,50.0,83
USER_002594,occasional_borrower,1,0,62.5,89
USER_002595,occasional_borrower,2,0,78.125,117
USER_002596,non_borrower,0,-1,0.0,119
USER_002597,non_borrower,0,-1,0.0,106
USER_002598,non_borrower,0,-1,0.0,97
USER_002599,non_borrower,0,-1,0.0,98
USER_002600,non_borrower,0,-1,0.0,110
USER_002601,risky_borrower,3,2,50.0,130
USER_002602,responsible_borrower,2,1,62.5,100
USER_002603,occasional_borrower,1,2,50.0,92
USER_002604,non_borrower,0,-1,0.0,100
USER_002605,responsible_borrower,3,0,97.65625,122
USER_002606,non_borrower,0,-1,0.0,99
USER_002607,responsible_borrower,2,0,78.125,106
USER_002608,responsible_borrower,4,0,122.0703125,103
USER_002609,occasional_borrower,2,1,50.0,122
USER_002610,risky_borrower,2,2,50.0,87
USER_002611,responsible_borrower,4,0,122.0703125,98
USER_002612,responsible_borrower,4,0,122.0703125,107
USER_002613,non_borrower,0,-1,0.0,109
USER_002614,non_borrower,0,-1,0.0,94
USER_002615,non_borrower,0,-1,0.0,87
USER_002616,occasional_borrower,2,1,62.5,111
USER_002617,non_borrower,0,-1,0.0,87
USER_002618,occasional_borrower,2,1,62.5,104
USER_002619,occasional_borrower,1,0,62.5,113
USER_002620,responsible_borrower,4,0,122.0703125,123
USER_002621,occasional_borrower,2,0,78.125,101
USER_002622,occasional_borrower,2,1,62.5,107
USER_002623,non_borrower,0,-1,0.0,92
USER_002624,non_borrower,0,-1,0.0,92
USER_002625,occasional_borrower,1,0,62.5,123
USER_002626,non_borrower,0,-1,0.0,91
USER_002627,defaulter,1,2,50.0,92
USER_002628,responsible_borrower,2,0,78.125,102
USER_002629,non_borrower,0,-1,0.0,100
USER_002630,responsible_borrower,4,1,97.65625,102
USER_002631,non_borrower,0,-1,0.0,87
USER_002632,non_borrower,0,-1,0.0,109
USER_002633,occasional_borrower,2,1,62.5,104
USER_002634,responsible_borrower,4,1,97.65625,103
USER_002635,non_borrower,0,-1,0.0,93
USER_002636,responsible_borrower,2,0,78.125,103
USER_002637,risky_borrower,2,2,50.0,91
USER_002638,responsible_borrower,2,0,78.125,93
USER_002639,non_borrower,0,-1,0.0,94
USER_002640,risky_borrower,6,1,50.0,100
USER_002641,responsible_borrower,3,0,97.65625,95
USER_002642,non_borrower,0,-1,0.0,112
USER_002643,occasional_borrower,2,1,62.5,119
USER_002644,responsible_borrower,2,0,78.125,100
USER_002645,occasional_borrower,1,1,50.0,117
USER_002646,non_borrower,0,-1,0.0,109
USER_002647,responsible_borrower,3,0,97.65625,109
USER_002648,non_borrower,0,-1,0.0,97
USER_002649,responsible_borrower,2,0,78.125,116
USER_002650,responsible_borrower,4,0,122.0703125,121
USER_002651,responsible_borrower,4,0,122.0703125,107
USER_002652,responsible_borrower,3,0,97.65625,97
USER_002653,responsible_borrower,2,0,78.125,95
USER_002654,occasional_borrower,2,0,78.125,102
USER_002655,responsible_borrower,4,0,122.0703125,117
USER_002656,non_borrower,0,-1,0.0,88
USER_002657,non_borrower,0,-1,0.0,107
USER_002658,non_borrower,0,-1,0.0,87
USER_002659,non_borrower,0,-1,0.0,93
USER_002660,responsible_borrower,4,1,97.65625,88
USER_002661,non_borrower,0,-1,0.0,120
USER_002662,non_borrower,0,-1,0.0,119
USER_002663,responsible_borrower,3,1,62.5,116
USER_002664,responsible_borrower,2,1,62.5,99
USER_002665,responsible_borrower,4,0,122.0703125,111
USER_002666,risky_borrower,4,1,50.0,101
USER_002667,non_borrower,0,-1,0.0,105
USER_002668,risky_borrower,3,2,50.0,120
USER_002669,non_borrower,0,-1,0.0,115
USER_002670,responsible_borrower,4,0,122.0703125,111
USER_002671,responsible_borrower,4,1,97.65625,115
USER_002672,responsible_borrower,4,1,97.65625,103
USER_002673,risky_borrower,3,2,50.0,91
USER_002674,non_borrower,0,-1,0.0,101
USER_002675,non_borrower,0,-1,0.0,100
USER_002676,responsible_borrower,3,1,78.125,115
USER_002677,responsible_borrower,2,0,78.125,108
USER_002678,non_borrower,0,-1,0.0,96
USER_002679,responsible_borrower,3,1,62.5,83
USER_002680,non_borrower,0,-1,0.0,107
USER_002681,responsible_borrower,4,0,122.0703125,110
USER_002682,responsible_borrower,3,1,78.125,99
USER_002683,responsible_borrower,2,0,78.125,117
USER_002684,responsible_borrower,2,0,78.125,105
USER_002685,risky_borrower,1,2,50.0,92
USER_002686,risky_borrower,5,1,50.0,116
USER_002687,responsible_borrower,3,0,97.65625,111
USER_002688,non_borrower,0,-1,0.0,92
USER_002689,non_borrower,0,-1,0.0,112
USER_002690,responsible_borrower,4,0,122.0703125,109
USER_002691,responsible_borrower,3,0,97.65625,113
USER_002692,responsible_borrower,2,1,62.5,122
USER_002693,responsible_borrower,4,0,122.0703125,96
USER_002694,occasional_borrower,2,0,78.125,99
USER_002695,responsible_borrower,3,0,97.65625,108
USER_002696,responsible_borrower,4,0,122.0703125,85
USER_002697,occasional_borrower,2,1,62.5,88
USER_002698,responsible_borrower,2,0,78.125,106
USER_002699,non_borrower,0,-1,0.0,93
USER_002700,risky_borrower,2,2,50.0,113
USER_002701,occasional_borrower,1,0,62.5,112
USER_002702,non_borrower,0,-1,0.0,105
USER_002703,risky_borrower,1,2,50.0,104
USER_002704,risky_borrower,2,2,50.0,94
USER_002705,responsible_borrower,2,1,62.5,110
USER_002706,responsible_borrower,2,0,78.125,102
USER_002707,non_borrower,0,-1,0.0,89
USER_002708,occasional_borrower,2,1,50.0,87
USER_002709,risky_borrower,3,2,50.0,114
USER_002710,non_borrower,0,-1,0.0,97
USER_002711,responsible_borrower,2,0,78.125,111
USER_002712,occasional_borrower,2,1,62.5,112
USER_002713,responsible_borrower,4,0,122.0703125,100
USER_002714,non_borrower,0,-1,0.0,100
USER_002715,non_borrower,0,-1,0.0,97
USER_002716,responsible_borrower,4,0,122.0703125,112
USER_002717,responsible_borrower,3,0,97.65625,102
USER_002718,responsible_borrower,3,0,97.65625,104
USER_002719,occasional_borrower,1,1,50.0,108
USER_002720,non_borrower,0,-1,0.0,100
USER_002721,occasional_borrower,2,0,78.125,102
USER_002722,non_borrower,0,-1,0.0,95
USER_002723,non_borrower,0,-1,0.0,97
USER_002724,non_borrower,0,-1,0.0,121
USER_002725,risky_borrower,4,1,50.0,98
USER_002726,non_borrower,0,-1,0.0,90
USER_002727,risky_borrower,3,2,50.0,115
USER_002728,responsible_borrower,2,0,78.125,96
USER_002729,responsible_borrower,2,0,78.125,125
USER_002730,responsible_borrower,2,0,78.125,123
USER_002731,risky_borrower,4,2,50.0,119
USER_002732,non_borrower,0,-1,0.0,89
USER_002733,responsible_borrower,4,1,97.65625,113
USER_002734,responsible_borrower,3,0,97.65625,111
USER_002735,non_borrower,0,-1,0.0,121
USER_002736,responsible_borrower,2,0,78.125,90
USER_002737,risky_borrower,1,2,50.0,112
USER_002738,responsible_borrower,3,0,97.65625,133
USER_002739,responsible_borrower,2,0,78.125,102
USER_002740,non_borrower,0,-1,0.0,109
USER_002741,non_borrower,0,-1,0.0,81
USER_002742,non_borrower,0,-1,0.0,103
USER_002743,non_borrower,0,-1,0.0,107
USER_002744,non_borrower,0,-1,0.0,95
USER_002745,non_borrower,0,-1,0.0,96
USER_002746,occasional_borrower,2,0,78.125,120
USER_002747,responsible_borrower,2,0,78.125,100
USER_002748,non_borrower,0,-1,0.0,83
USER_002749,risky_borrower,4,1,50.0,106
USER_002750,risky_borrower,4,1,50.0,104
USER_002751,non_borrower,0,-1,0.0,108
USER_002752,responsible_borrower,3,1,78.125,109
USER_002753,occasional_borrower,1,0,62.5,96
USER_002754,non_borrower,0,-1,0.0,94
USER_002755,responsible_borrower,4,1,97.65625,99
USER_002756,non_borrower,0,-1,0.0,95
USER_002757,risky_borrower,3,2,50.0,87
USER_002758,responsible_borrower,2,1,62.5,99
USER_002759,non_borrower,0,-1,0.0,91
USER_002760,responsible_borrower,3,0,97.65625,87
USER_002761,responsible_borrower,4,0,122.0703125,110
USER_002762,occasional_borrower,2,1,62.5,102
USER_002763,responsible_borrower,2,1,62.5,95
USER_002764,responsible_borrower,4,0,122.0703125,101
USER_002765,occasional_borrower,2,1,62.5,96
USER_002766,non_borrower,0,-1,0.0,85
USER_002767,non_borrower,0,-1,0.0,106
USER_002768,occasional_borrower,1,0,62.5,104
USER_002769,occasional_borrower,2,1,50.0,124
USER_002770,responsible_borrower,2,0,78.125,88
USER_002771,responsible_borrower,3,0,97.65625,117
USER_002772,responsible_borrower,4,1,97.65625,107
USER_002773,non_borrower,0,-1,0.0,104
USER_002774,responsible_borrower,3,0,97.65625,104
USER_002775,non_borrower,0,-1,0.0,91
USER_002776,non_borrower,0,-1,0.0,91
USER_002777,responsible_borrower,4,1,97.65625,102
USER_002778,occasional_borrower,1,1,50.0,98
USER_002779,occasional_borrower,2,2,62.5,103
USER_002780,responsible_borrower,4,0,122.0703125,99
USER_002781,non_borrower,0,-1,0.0,108
USER_002782,responsible_borrower,3,1,78.125,109
USER_002783,non_borrower,0,-1,0.0,85
USER_002784,responsible_borrower,2,0,78.125,96
USER_002785,responsible_borrower,2,0,78.125,111
USER_002786,responsible_borrower,4,0,122.0703125,116
USER_002787,non_borrower,0,-1,0.0,108
USER_002788,responsible_borrower,4,0,122.0703125,116
USER_002789,risky_borrower,4,1,50.0,127
USER_002790,responsible_borrower,3,1,62.5,92
USER_002791,responsible_borrower,4,1,97.65625,118
USER_002792,responsible_borrower,2,1,62.5,100
USER_002793,non_borrower,0,-1,0.0,100
USER_002794,non_borrower,0,-1,0.0,110
USER_002795,non_borrower,0,-1,0.0,96
USER_002796,risky_borrower,2,2,50.0,106
USER_002797,responsible_borrower,2,0,78.125,117
USER_002798,responsible_borrower,4,1,97.65625,107
USER_002799,non_borrower,0,-1,0.0,100
USER_002800,non_borrower,0,-1,0.0,103
USER_002801,responsible_borrower,4,0,122.0703125,106
USER_002802,responsible_borrower,4,0,122.0703125,113
