transaction_amount,transaction_type,time_of_day,is_first_time_recipient,urgency_indicator,amount_unusual_for_user,transaction_speed,agent_location_risk,transaction_region,unusual_hours_for_region,multiple_quick_attempts,session_duration_seconds,is_fraud,fraud_type
11.11398858,cash-in,afternoon,0,0,0,normal,low,same_region,0,0,60.13399476,0,legitimate
69.03913886,cash-in,night,0,0,1,normal,low,same_region,0,0,59.45617417,0,legitimate
3047.68384,transfer,night,0,0,0,immediate,low,same_region,1,0,777.2307671,0,sim_swap
83.71337481,cash-in,night,0,0,0,normal,medium,same_region,1,0,20.1880937,0,legitimate
60.84271966,cash-out,afternoon,0,0,0,normal,low,same_region,1,1,68.73043941,0,legitimate
232.9263691,cash-out,night,0,1,0,normal,medium,same_region,1,0,109.4068861,0,legitimate
122.0162655,cash-in,morning,0,0,1,normal,medium,same_region,0,1,311.8926153,0,legitimate
980.799823,cash-out,night,0,1,0,normal,low,same_region,0,0,416.7440519,0,legitimate
410.5690345,cash-in,afternoon,1,0,1,normal,low,same_region,0,0,350.9977213,0,legitimate
300.2068715,cash-in,afternoon,1,1,0,normal,high,different_region,0,0,184.2431223,0,legitimate
271.7952473,cash-in,morning,0,1,0,normal,high,same_region,0,1,112.8531846,0,legitimate
588.1586667,cash-in,morning,0,0,1,normal,high,same_region,0,0,250.4359647,0,identity_theft
108.3795128,cash-in,afternoon,0,1,0,normal,medium,same_region,0,0,284.6492263,0,legitimate
95.56577673,cash-out,afternoon,0,0,1,normal,low,different_region,0,0,99.48207584,0,social_engineering
9.848951055,cash-out,night,0,0,0,normal,medium,same_region,0,0,310.6128814,0,legitimate
122.2286372,cash-out,night,1,0,0,normal,low,same_region,0,1,240.2415018,0,legitimate
49.81968297,cash-in,night,0,0,0,normal,low,different_region,1,0,426.2597705,0,legitimate
282.2485013,cash-in,morning,0,0,1,normal,low,same_region,0,0,644.3680383,0,social_engineering
87.31270362,cash-in,afternoon,0,0,0,normal,low,same_region,1,1,199.2138974,0,legitimate
24.68608261,transfer,morning,0,0,0,immediate,low,same_region,1,0,217.3199022,0,sim_swap
169.7761272,cash-in,afternoon,1,1,1,normal,low,same_region,0,1,108.8808996,0,sim_swap
191.4463787,cash-in,afternoon,0,0,0,normal,low,same_region,0,0,381.5028897,0,legitimate
403.3662399,cash-in,afternoon,0,0,1,immediate,low,different_region,0,1,429.1481261,0,legitimate
229.2060493,cash-in,afternoon,0,0,1,normal,low,same_region,0,1,350.1160025,0,legitimate
242.9575136,cash-out,afternoon,0,0,1,normal,high,same_region,0,0,148.4731375,0,legitimate
196.4408186,cash-out,morning,0,1,0,normal,low,same_region,0,0,206.9683858,0,legitimate
97.66598215,cash-in,night,1,1,0,normal,low,same_region,1,0,835.5649708,0,social_engineering
210.6267465,cash-out,morning,0,0,1,normal,low,same_region,0,0,153.9953763,0,legitimate
210.8999786,cash-out,night,0,1,0,normal,high,same_region,0,0,42.23818207,0,legitimate
232.5586659,cash-out,night,0,0,1,normal,low,same_region,0,0,503.1623225,0,legitimate
133.5658301,cash-out,morning,0,1,0,normal,low,same_region,0,0,170.6609963,0,legitimate
378.6361968,cash-in,afternoon,1,1,0,normal,low,different_region,0,0,272.7016235,0,legitimate
119.8343665,cash-in,night,0,0,0,normal,low,different_region,0,0,248.4370553,0,legitimate
940.1219796,transfer,night,0,0,0,normal,medium,same_region,0,0,462.755171,0,legitimate
121.1094351,transfer,morning,0,1,1,normal,low,same_region,1,0,234.9781819,0,legitimate
241.6035006,transfer,afternoon,0,0,0,immediate,medium,different_region,0,0,321.3413124,0,legitimate
2420.876979,cash-out,night,1,1,0,normal,medium,same_region,0,0,718.9108281,0,legitimate
1205.466243,cash-out,night,1,0,1,immediate,high,different_region,0,0,113.2180961,0,legitimate
256.2070935,cash-in,night,0,0,1,normal,high,same_region,0,0,15.51520739,0,legitimate
79.9529029,cash-in,night,1,0,0,normal,low,same_region,0,0,244.3544595,0,legitimate
153.264122,cash-out,night,1,0,1,normal,low,same_region,0,0,1386.384362,0,legitimate
619.061354,cash-in,night,0,1,0,normal,medium,same_region,1,0,19.26088985,0,legitimate
280.6680141,cash-in,night,0,0,0,normal,high,same_region,0,0,866.5194084,0,legitimate
293.1338185,cash-in,night,0,1,1,normal,low,same_region,0,0,673.5166021,0,legitimate
857.4836042,cash-out,morning,1,1,1,normal,low,same_region,0,0,52.96316135,0,legitimate
78.42908882,cash-in,morning,0,0,0,normal,low,same_region,0,0,604.190535,0,legitimate
5324.594891,transfer,afternoon,0,0,1,normal,medium,different_region,0,0,303.4099035,0,legitimate
1773.647468,transfer,afternoon,0,1,0,normal,low,same_region,0,0,610.1436902,0,legitimate
46.79776139,cash-out,afternoon,0,1,0,normal,low,same_region,0,0,302.3282398,0,legitimate
186.4414735,transfer,afternoon,0,0,0,normal,low,same_region,1,0,352.8866895,0,legitimate
202.7536569,cash-in,morning,1,0,0,normal,medium,different_region,0,0,575.6609891,0,legitimate
306.8988367,cash-in,night,0,0,0,immediate,low,same_region,1,1,184.9951898,0,legitimate
1212.112124,cash-in,morning,0,0,0,normal,medium,same_region,0,0,54.7500908,0,legitimate
4019.870723,cash-in,morning,0,0,1,normal,low,same_region,0,0,144.2356884,0,legitimate
147.8169266,cash-out,morning,0,0,0,normal,low,same_region,0,0,130.5466081,0,legitimate
216.7381643,cash-out,morning,0,0,0,normal,medium,different_region,0,0,53.24860652,0,legitimate
231.5129434,cash-in,morning,0,1,0,normal,medium,same_region,0,0,149.8746636,0,legitimate
233.1577045,cash-in,afternoon,1,0,0,normal,low,same_region,0,0,287.551137,0,identity_theft
5578.777438,cash-in,morning,0,0,1,normal,low,same_region,0,0,226.1623352,0,legitimate
274.7215824,cash-in,night,0,0,0,normal,low,different_region,1,0,3.039797491,0,legitimate
71.75807206,cash-in,afternoon,0,0,1,normal,low,same_region,0,0,164.7468734,0,legitimate
1024.130647,transfer,afternoon,0,0,0,normal,high,same_region,1,0,201.2381206,0,legitimate
257.9204687,cash-in,afternoon,0,0,1,normal,low,same_region,1,0,307.0050692,0,legitimate
65.78765063,cash-in,night,0,0,1,normal,low,same_region,0,0,221.8908511,0,legitimate
656.1376636,cash-in,afternoon,0,0,1,normal,medium,same_region,0,1,50.34862118,0,sim_swap
1371.433202,cash-in,night,1,0,1,normal,medium,same_region,1,0,193.7265498,0,identity_theft
68.73041449,cash-out,night,0,1,0,normal,low,same_region,0,0,40.40495657,0,legitimate
62.68749551,cash-out,afternoon,0,0,0,normal,medium,same_region,0,0,353.7218021,0,legitimate
629.0350263,cash-in,night,0,0,0,normal,high,same_region,1,0,74.45983028,0,legitimate
93.63343343,cash-in,afternoon,0,0,1,normal,low,same_region,1,0,291.2117646,0,legitimate
92.19540487,transfer,night,0,1,0,normal,low,same_region,0,0,666.0371655,0,legitimate
626.9971792,cash-in,afternoon,0,0,1,normal,low,same_region,0,0,180.5952464,1,legitimate
75.34128828,cash-in,night,1,0,1,normal,low,different_region,1,0,321.2701768,0,legitimate
316.122199,cash-in,morning,0,0,0,immediate,high,same_region,0,1,407.4922764,0,legitimate
153.6133792,cash-in,night,1,0,1,normal,medium,same_region,1,0,746.5485846,0,legitimate
85.20050259,cash-in,morning,0,0,1,normal,low,same_region,0,0,344.8860277,0,legitimate
161.4983971,cash-in,night,0,0,1,normal,medium,same_region,0,1,211.8345889,0,legitimate
1.561270062,cash-in,morning,0,1,0,normal,low,same_region,0,0,9.785793469,0,identity_theft
127.1382988,cash-in,night,0,0,0,normal,low,same_region,0,1,104.882858,0,legitimate
199.3534687,transfer,night,0,0,0,normal,low,same_region,0,0,74.95376107,0,legitimate
568.4846979,transfer,afternoon,1,0,1,immediate,high,different_region,0,0,97.8200099,0,legitimate
138.2155099,cash-in,morning,0,0,0,normal,high,same_region,0,0,339.1833303,0,legitimate
352.0557864,transfer,morning,0,0,1,normal,low,same_region,0,0,207.2377807,0,legitimate
56.47481588,transfer,morning,0,0,0,normal,low,same_region,1,0,298.1456638,0,legitimate
134.0646411,cash-in,morning,1,0,0,normal,medium,same_region,0,0,331.400541,0,legitimate
59.7019438,cash-in,night,0,0,0,normal,medium,same_region,0,0,545.1342285,0,legitimate
116.0346498,cash-in,morning,0,0,0,normal,low,same_region,0,0,194.7701652,0,legitimate
118.2312315,cash-out,afternoon,1,0,0,normal,low,same_region,0,0,10.23566122,0,legitimate
112.9479587,cash-in,night,0,1,1,normal,medium,same_region,1,1,291.2092704,0,legitimate
671.6320046,cash-out,night,0,0,0,normal,low,same_region,1,0,91.20647209,0,legitimate
270.555333,cash-in,afternoon,0,0,0,normal,medium,same_region,0,0,291.6943135,0,legitimate
56.089705,cash-out,night,0,0,1,normal,medium,same_region,1,0,313.3427313,0,legitimate
158.4095278,transfer,morning,0,0,1,immediate,high,same_region,1,0,260.9431404,0,legitimate
275.9232438,transfer,night,0,0,0,immediate,high,same_region,1,0,194.3751037,0,legitimate
86.46285435,cash-in,night,0,0,0,normal,low,same_region,0,0,315.3781269,0,legitimate
179.3622498,cash-out,morning,0,1,0,normal,low,same_region,1,0,247.1674277,0,legitimate
365.1546398,cash-in,night,0,0,1,normal,high,same_region,0,0,264.7229923,0,legitimate
155.4151302,cash-out,morning,0,1,0,normal,medium,different_region,0,0,142.6765672,0,legitimate
81.98943189,cash-in,afternoon,0,0,1,normal,medium,different_region,0,0,302.8044135,0,legitimate
12.50499982,cash-out,morning,0,0,0,normal,low,same_region,0,0,584.0852357,0,legitimate
64.76571579,cash-out,morning,0,0,0,normal,low,same_region,0,0,248.7065407,0,legitimate
202.7727297,cash-in,night,0,1,0,normal,high,same_region,0,0,327.0296438,0,legitimate
258.9848278,cash-in,morning,0,1,0,immediate,low,same_region,0,1,30.40260174,0,legitimate
206.593043,cash-in,night,1,0,1,normal,low,same_region,0,0,371.9283477,0,legitimate
68.38780559,cash-in,morning,0,0,0,normal,low,different_region,0,0,240.4790802,0,legitimate
250.9304282,cash-in,morning,1,0,0,normal,medium,same_region,1,0,359.7283793,0,legitimate
31.01796289,cash-out,afternoon,0,1,1,normal,low,same_region,1,0,255.6630233,0,legitimate
259.8563877,cash-out,afternoon,1,0,1,normal,low,same_region,0,0,155.2183212,0,legitimate
209.6630842,transfer,afternoon,1,1,0,normal,low,same_region,0,0,192.9112356,0,legitimate
163.0197936,cash-in,night,1,0,0,normal,low,same_region,0,1,49.59591273,0,legitimate
149.3173881,transfer,morning,0,0,0,normal,medium,same_region,0,0,735.4951738,0,legitimate
302.8155046,cash-in,night,0,0,0,normal,high,same_region,0,1,109.2598676,0,sim_swap
49.77031346,transfer,afternoon,0,0,0,normal,low,same_region,0,1,410.994466,0,legitimate
253.2445758,cash-out,afternoon,0,0,0,normal,low,same_region,0,0,400.3581158,0,legitimate
240.6094838,cash-in,morning,1,0,0,normal,high,same_region,0,0,1021.510224,0,legitimate
221.4212073,cash-out,morning,1,1,0,normal,low,same_region,0,0,347.4472333,0,legitimate
256.7725941,cash-out,afternoon,0,1,0,normal,high,same_region,0,1,206.9545264,0,legitimate
248.161684,transfer,afternoon,0,1,0,normal,medium,same_region,1,0,619.4136707,0,legitimate
101.2900419,transfer,night,0,0,0,normal,medium,same_region,1,0,348.8289623,0,identity_theft
52.94793937,cash-out,morning,0,0,1,normal,low,different_region,1,0,125.8707596,0,legitimate
82.47659514,cash-in,afternoon,0,0,1,immediate,low,different_region,0,0,351.8212463,0,legitimate
177.5787834,transfer,morning,0,0,1,normal,high,different_region,0,0,378.6696044,0,legitimate
101.2894785,cash-out,afternoon,0,0,0,normal,medium,same_region,0,0,224.811119,0,legitimate
38.12025478,cash-out,night,1,0,1,normal,low,different_region,0,0,194.908948,0,legitimate
184.8518481,cash-in,night,0,0,1,immediate,low,same_region,0,0,333.2751694,0,legitimate
59.08490015,cash-in,night,1,1,0,normal,low,same_region,0,0,37.50583737,0,legitimate
405.4506047,transfer,night,0,1,0,normal,medium,same_region,1,0,183.4634348,0,legitimate
82.82019208,transfer,afternoon,0,1,0,normal,low,different_region,1,0,444.0165069,0,legitimate
81.69804185,transfer,morning,1,0,1,immediate,medium,same_region,1,0,127.375516,0,sim_swap
634.442169,cash-in,morning,0,0,0,normal,high,different_region,0,0,435.269857,0,legitimate
382.3110919,transfer,afternoon,0,1,1,normal,low,different_region,0,0,510.5832664,0,legitimate
123.6232097,cash-out,morning,1,1,0,normal,low,same_region,0,0,41.66571839,0,legitimate
292.8201139,cash-in,night,0,0,1,normal,low,same_region,0,1,371.9886223,1,legitimate
140.6431134,cash-in,afternoon,0,0,0,normal,high,same_region,0,0,583.1943523,0,legitimate
121.3663137,cash-in,morning,0,0,1,immediate,low,same_region,0,0,83.78182917,0,legitimate
36.83523951,transfer,night,0,1,0,immediate,high,same_region,0,0,79.22326628,0,legitimate
1126.46504,cash-in,night,1,0,1,normal,high,different_region,1,0,110.3931786,1,legitimate
159.2751984,cash-out,night,0,0,0,normal,low,same_region,0,0,309.5765357,0,legitimate
441.5044636,cash-in,afternoon,0,0,0,normal,medium,same_region,0,0,333.1575849,0,legitimate
202.0725018,cash-in,afternoon,1,1,0,normal,low,same_region,0,1,302.4018225,0,sim_swap
246.8309637,transfer,night,0,0,0,immediate,low,different_region,0,1,298.9172482,0,legitimate
221.7132468,cash-out,afternoon,0,1,1,normal,medium,different_region,0,0,168.3345664,0,sim_swap
99.71842662,cash-out,morning,1,1,1,normal,high,same_region,1,0,294.9152578,0,legitimate
63.63713859,transfer,morning,0,0,1,immediate,low,same_region,0,0,26.51037282,0,legitimate
252.3138605,transfer,night,1,1,0,normal,medium,same_region,0,1,322.4725849,0,legitimate
2849.14344,cash-in,night,1,0,0,normal,high,same_region,0,0,310.841347,1,legitimate
310.5775736,transfer,afternoon,0,0,0,immediate,high,same_region,0,0,734.0820169,0,legitimate
69.96271009,cash-out,morning,0,0,0,normal,medium,same_region,0,0,498.4257674,0,legitimate
185.5917998,transfer,night,0,1,1,normal,low,different_region,0,1,339.1366384,0,legitimate
1.561270062,cash-out,night,0,1,0,normal,low,same_region,0,0,58.65032611,0,legitimate
221.0291852,cash-out,night,0,1,1,normal,medium,same_region,1,0,391.8426309,0,legitimate
505.8465887,cash-out,afternoon,1,1,0,normal,medium,same_region,0,0,212.8304525,0,legitimate
394.4049367,transfer,night,0,1,1,normal,low,same_region,0,0,523.2615644,0,legitimate
202.4964083,cash-in,night,1,0,0,normal,low,same_region,0,0,216.2956372,0,legitimate
476.3957727,transfer,night,0,0,1,normal,low,different_region,0,0,75.04930396,0,legitimate
111.8322414,cash-out,afternoon,0,0,0,normal,low,same_region,0,0,409.0824234,0,legitimate
105.5023165,cash-in,afternoon,0,1,0,normal,low,same_region,0,0,55.68685544,0,identity_theft
250.0477884,cash-in,morning,1,0,0,normal,medium,same_region,0,0,976.6867402,0,legitimate
84.01525738,cash-in,morning,0,0,0,immediate,high,same_region,0,1,262.8655647,0,sim_swap
75.29898192,cash-in,afternoon,0,1,1,immediate,high,same_region,0,0,341.3781402,0,legitimate
319.8726869,cash-out,afternoon,1,0,0,normal,low,same_region,1,0,277.1373358,0,legitimate
18.72353223,cash-out,night,0,0,1,normal,high,same_region,0,0,284.3203622,0,legitimate
21.56466522,transfer,afternoon,0,1,0,normal,medium,same_region,0,0,239.5423634,0,legitimate
139.8704919,cash-in,morning,0,0,0,immediate,high,same_region,0,0,829.2355068,0,legitimate
442.2140168,cash-in,afternoon,1,0,1,normal,low,same_region,0,0,102.4220991,0,legitimate
66.09461466,transfer,morning,0,1,0,normal,low,same_region,0,0,431.8723179,1,legitimate
145.9585927,cash-in,afternoon,0,0,0,immediate,low,same_region,1,1,184.5455361,0,legitimate
777.6695845,cash-in,night,1,1,1,immediate,medium,same_region,0,0,217.951455,0,legitimate
603.9788455,cash-out,afternoon,1,0,1,normal,low,same_region,0,0,211.2857968,0,legitimate
916.3227341,cash-in,night,0,0,0,normal,low,same_region,0,1,306.3020923,0,legitimate
1325.904001,transfer,afternoon,1,0,0,normal,low,different_region,1,0,174.5018743,0,legitimate
131.0587932,transfer,afternoon,0,0,0,normal,low,same_region,0,0,119.3876234,0,legitimate
72.45605195,cash-in,afternoon,0,0,0,normal,low,same_region,0,0,245.4157382,0,legitimate
224.5356958,transfer,afternoon,1,1,0,normal,medium,same_region,1,1,1055.343292,0,sim_swap
31.62474738,cash-in,morning,1,0,0,normal,low,same_region,0,0,347.1482618,0,legitimate
83.08507126,transfer,night,0,1,0,normal,medium,different_region,1,0,450.7855789,0,legitimate
219.869435,cash-out,morning,0,0,0,normal,low,same_region,0,0,374.3873248,0,sim_swap
241.1243451,cash-in,night,0,0,1,normal,low,same_region,0,0,43.91309193,0,legitimate
321.611518,cash-in,night,0,1,0,normal,medium,same_region,1,0,352.097983,0,legitimate
500.2199901,cash-in,morning,0,0,1,normal,low,same_region,0,1,195.2906827,0,legitimate
129.8056722,cash-out,night,0,0,1,normal,low,different_region,1,0,289.281462,0,legitimate
648.050665,cash-in,morning,1,0,0,normal,low,same_region,0,0,288.3921535,1,legitimate
10.83094062,cash-in,night,0,1,0,normal,high,same_region,0,0,813.8511326,0,legitimate
616.4862836,cash-out,afternoon,0,0,1,normal,low,same_region,0,1,208.1323809,0,sim_swap
91.96511756,cash-in,night,0,0,0,normal,low,same_region,0,0,37.16683921,0,legitimate
33.97255977,cash-out,night,0,0,0,normal,low,same_region,0,0,303.0991942,0,legitimate
46.9796496,cash-in,night,0,0,1,normal,medium,same_region,0,0,246.6698247,0,legitimate
89.49453934,cash-out,afternoon,0,0,1,normal,high,same_region,0,0,665.4509016,0,legitimate
88.41548261,cash-in,morning,1,0,1,normal,low,same_region,0,0,351.3848058,0,legitimate
18.69616567,transfer,morning,0,0,0,normal,high,same_region,0,0,470.5432527,0,legitimate
403.2405272,transfer,morning,0,0,0,normal,low,same_region,0,0,162.055301,0,legitimate
119.7064414,cash-in,morning,0,0,0,normal,low,different_region,0,0,643.7922477,0,legitimate
150.0224517,cash-in,afternoon,0,0,0,normal,low,same_region,0,0,34.07996767,0,legitimate
882.3482148,cash-in,morning,1,0,1,normal,medium,same_region,0,0,224.337066,0,legitimate
371.9597274,cash-out,afternoon,0,1,0,normal,low,same_region,0,1,175.5702477,0,legitimate
431.5438136,transfer,afternoon,1,0,1,normal,low,same_region,1,0,281.6861058,0,legitimate
261.8531274,cash-in,night,1,1,0,normal,low,same_region,0,0,128.4804397,0,legitimate
378.5816831,transfer,morning,0,0,0,normal,low,same_region,1,0,21.98189551,0,legitimate
44.33362398,transfer,afternoon,0,0,0,normal,medium,same_region,1,0,337.9060033,0,legitimate
217.2423875,cash-in,morning,0,0,0,normal,medium,same_region,0,0,43.87294615,0,legitimate
455.8535628,cash-out,morning,1,0,0,normal,high,different_region,0,0,41.90001763,1,legitimate
152.9654909,cash-in,morning,0,0,0,immediate,medium,different_region,1,0,41.21047143,0,legitimate
541.6993276,cash-out,morning,0,0,0,normal,high,same_region,1,0,241.361116,0,legitimate
3.700129806,cash-in,afternoon,1,1,0,normal,low,same_region,0,0,87.74942654,0,legitimate
278.2955569,cash-in,night,0,0,0,normal,medium,same_region,1,0,132.5718322,0,legitimate
339.0905692,transfer,morning,0,0,0,normal,low,same_region,1,0,301.0071856,1,legitimate
391.2231022,cash-out,night,0,0,1,normal,medium,same_region,0,1,139.9625265,0,legitimate
571.5197418,cash-in,afternoon,0,1,0,normal,low,same_region,0,1,452.6975356,0,legitimate
188.0152823,cash-in,afternoon,1,0,1,normal,medium,same_region,1,0,181.1576264,0,legitimate
279.4961277,cash-out,morning,1,1,1,normal,low,same_region,0,0,323.5988873,0,legitimate
393.8466608,cash-in,night,0,0,1,normal,medium,different_region,1,1,95.16809609,0,legitimate
84.20021371,transfer,afternoon,0,0,0,normal,low,same_region,0,0,170.1683696,0,legitimate
1264.036006,cash-in,afternoon,1,0,0,normal,low,same_region,0,1,24.70391518,0,legitimate
223.7437679,transfer,morning,0,0,0,immediate,low,same_region,0,0,223.5760993,0,legitimate
233.2342603,cash-in,afternoon,1,1,0,normal,low,same_region,0,0,64.02716182,0,legitimate
212.8379399,cash-in,night,0,0,1,normal,low,same_region,0,0,212.8870735,1,legitimate
217.4192041,cash-out,night,0,1,1,normal,low,same_region,0,0,1691.612526,0,legitimate
977.7186213,cash-in,morning,0,1,1,normal,medium,same_region,0,0,1508.499064,0,legitimate
96.69739107,transfer,night,0,0,0,immediate,low,same_region,1,0,275.4289325,0,legitimate
144.0379431,cash-in,afternoon,0,1,0,normal,medium,same_region,1,0,491.2280924,0,legitimate
3975.147624,cash-in,night,1,1,1,normal,low,different_region,0,0,1192.15065,0,legitimate
347.3961053,transfer,afternoon,1,1,0,normal,low,same_region,0,0,1024.743184,0,legitimate
232.6910179,cash-in,night,1,0,1,normal,low,same_region,1,0,344.4292898,0,legitimate
145.6767998,transfer,afternoon,0,0,1,normal,low,same_region,1,0,33.34830698,0,legitimate
165.0956939,transfer,morning,1,1,0,normal,medium,different_region,0,0,337.8576811,0,legitimate
37.87559859,cash-in,night,0,0,0,normal,high,same_region,0,0,176.1708586,0,legitimate
601.5992098,cash-in,morning,0,0,1,normal,low,different_region,1,1,184.2399654,0,legitimate
56.67619927,transfer,morning,0,0,1,normal,low,same_region,1,0,385.2789305,0,legitimate
141.8668885,cash-in,afternoon,0,0,0,normal,medium,same_region,0,0,99.24058699,0,sim_swap
109.1552933,cash-in,night,0,1,0,normal,low,same_region,0,0,703.153246,0,legitimate
661.7338979,transfer,afternoon,0,0,0,immediate,low,same_region,1,0,327.6233045,0,legitimate
132.4805365,cash-in,night,0,0,0,normal,medium,same_region,0,0,150.6587142,0,legitimate
48.43489367,cash-out,night,0,0,0,normal,medium,same_region,0,0,30.85216702,0,legitimate
51.86156502,transfer,night,0,0,1,normal,low,same_region,0,0,913.1406985,0,legitimate
51.12057153,cash-in,afternoon,0,0,0,normal,medium,same_region,1,0,28.62709999,0,legitimate
174.1126658,transfer,morning,0,1,0,normal,low,same_region,0,0,340.1046232,1,legitimate
734.7479429,cash-out,morning,1,0,0,normal,medium,same_region,0,0,1265.572599,0,legitimate
150.7106258,cash-in,night,1,0,0,immediate,medium,same_region,1,0,139.1922491,0,legitimate
175.7532018,cash-in,night,1,0,0,normal,medium,same_region,0,1,89.72954395,0,legitimate
127.874708,cash-in,morning,0,1,1,normal,high,same_region,1,1,430.2510534,0,legitimate
300.4066966,cash-out,night,0,1,1,normal,low,same_region,0,0,170.954893,0,legitimate
121.9599924,cash-in,night,1,1,1,normal,medium,different_region,1,1,396.4556299,0,legitimate
897.7224484,cash-out,night,0,0,0,normal,low,same_region,0,0,138.6079812,0,legitimate
62.75783757,cash-in,morning,1,0,0,normal,medium,different_region,1,0,106.7934914,0,legitimate
613.1428906,cash-in,morning,1,0,0,immediate,low,same_region,0,0,56.94222962,0,legitimate
526.7902402,cash-in,night,1,1,0,normal,low,same_region,0,0,47.22122338,0,identity_theft
47.89746039,cash-out,afternoon,0,0,0,normal,low,same_region,1,0,347.7825744,1,legitimate
1374.187788,transfer,afternoon,0,1,0,normal,low,same_region,0,0,415.854885,0,legitimate
83.64335645,cash-in,afternoon,0,0,0,immediate,medium,different_region,0,0,363.6569622,0,legitimate
264.0968341,transfer,night,0,0,0,normal,medium,same_region,1,0,368.4855893,0,legitimate
109.7434159,cash-in,morning,0,1,0,normal,low,same_region,0,0,306.0029799,0,legitimate
243.6369598,transfer,afternoon,0,1,0,normal,medium,same_region,0,0,562.3587689,0,legitimate
85.5981523,transfer,morning,1,0,0,normal,low,same_region,0,0,140.4307975,0,legitimate
209.2252295,cash-out,morning,0,1,1,normal,low,same_region,0,0,358.8829547,0,legitimate
257.3144229,transfer,night,0,0,0,normal,high,same_region,0,1,275.3466656,0,legitimate
425.8031699,cash-in,morning,0,0,1,normal,high,same_region,0,0,57.81798819,0,legitimate
202.625755,cash-in,morning,0,1,1,normal,high,same_region,0,0,129.3362496,0,legitimate
139.8766706,cash-in,afternoon,0,0,1,normal,low,different_region,0,0,301.1831558,0,legitimate
281.7379736,cash-in,night,1,0,0,normal,medium,same_region,0,1,147.0988806,0,legitimate
45.13520732,transfer,night,0,0,1,normal,low,same_region,0,0,0.01421891797,0,social_engineering
121.7004158,cash-in,night,0,0,0,immediate,low,same_region,0,0,232.9949517,0,legitimate
211.413861,cash-out,night,1,0,0,normal,medium,same_region,1,1,81.78623496,0,legitimate
219.5168992,transfer,morning,0,0,1,normal,low,same_region,0,0,112.0448203,0,identity_theft
68.25345477,cash-in,morning,0,1,1,normal,high,same_region,0,0,290.9848927,0,legitimate
323.6247208,cash-out,afternoon,1,0,0,normal,low,same_region,0,1,325.2562499,0,legitimate
4085.25827,cash-in,afternoon,0,0,1,immediate,low,same_region,1,0,759.8142186,0,legitimate
436.7413937,cash-in,night,0,0,1,normal,low,same_region,1,0,493.987872,1,legitimate
39.69066228,cash-in,morning,0,0,0,normal,low,different_region,1,0,313.4010502,0,legitimate
74.46930784,cash-out,night,0,1,0,normal,high,same_region,0,0,944.7466708,0,legitimate
437.6429376,cash-in,afternoon,0,0,0,normal,low,same_region,0,0,38.11782123,0,legitimate
263.0829131,cash-in,morning,0,0,0,normal,high,same_region,0,0,97.03656879,0,legitimate
121.7343198,cash-out,afternoon,1,1,1,normal,low,same_region,0,1,144.9271289,0,legitimate
57.98763179,transfer,morning,0,1,0,normal,low,different_region,0,0,1211.845629,0,legitimate
61.73680754,cash-out,morning,0,0,1,normal,low,same_region,0,0,386.5208392,0,legitimate
575.0390072,cash-in,afternoon,1,0,0,normal,low,same_region,0,0,148.8318342,0,legitimate
60.15970343,transfer,afternoon,1,0,1,normal,medium,same_region,1,0,315.3995549,0,legitimate
284.778171,cash-out,night,1,0,0,normal,low,same_region,0,0,297.8932044,0,legitimate
85.1069782,cash-out,night,0,0,0,normal,low,same_region,0,0,65.01910822,0,legitimate
87.86431438,cash-out,morning,0,0,0,normal,low,same_region,0,0,194.0832846,0,legitimate
59.14120622,cash-out,afternoon,0,0,0,normal,low,same_region,0,0,425.7461318,0,sim_swap
144.5077061,cash-in,afternoon,0,0,0,normal,medium,same_region,0,0,402.1912769,0,social_engineering
309.5990648,cash-in,night,0,0,0,normal,high,same_region,0,0,181.3933243,0,legitimate
72.8901693,cash-in,morning,0,0,0,normal,high,same_region,0,0,391.5695538,0,legitimate
127.6229293,cash-in,afternoon,0,0,1,immediate,medium,different_region,0,0,222.4037841,0,legitimate
94.17007167,transfer,afternoon,1,0,0,normal,low,same_region,1,0,117.0258408,0,legitimate
112.289239,cash-out,night,0,0,1,normal,low,same_region,0,0,203.2715181,1,legitimate
816.3393437,cash-in,night,0,0,1,normal,low,same_region,1,0,65.98535118,0,legitimate
196.1141981,transfer,afternoon,1,0,0,normal,low,same_region,0,0,278.140415,0,legitimate
324.7525981,cash-in,night,0,1,1,normal,low,same_region,0,0,68.69187465,0,legitimate
369.2070752,cash-out,afternoon,1,0,1,normal,high,same_region,0,0,230.9340178,0,legitimate
63.42471072,transfer,afternoon,1,0,0,normal,low,same_region,0,0,392.4605034,0,legitimate
146.265208,transfer,morning,0,0,0,normal,high,different_region,0,0,99.03628714,0,legitimate
196.0402775,cash-in,morning,0,1,0,normal,high,same_region,0,0,768.5994726,0,legitimate
111.0578756,cash-in,afternoon,1,1,0,normal,low,same_region,0,1,383.3978119,0,legitimate
87.42008796,cash-out,morning,0,0,1,normal,medium,same_region,1,0,196.2948731,0,legitimate
87.39457124,cash-in,night,1,0,0,normal,high,same_region,0,0,53.72036895,0,legitimate
45.72200616,transfer,afternoon,0,0,0,normal,medium,same_region,0,0,139.3379773,0,legitimate
171.4279401,cash-in,morning,0,0,1,normal,low,same_region,0,0,352.1291309,0,legitimate
558.6131597,cash-in,night,1,1,0,normal,low,different_region,0,0,359.312332,0,legitimate
